0.1	2.70E-7
0.2     5.30E-7
0.3     7.95E-7
0.4     1.05E-6
0.5	1.32E-6
0.6	1.59E-6
0.7     1.88E-6
0.8	2.15E-6
0.9	2.46E-6
1       2.75E-6
2       6.59E-6
3	1.26E-5
4	2.17E-5
5	3.45E-5
6	5.45E-5
7	8.00E-5
8	1.14E-4
9	1.56E-4
10	2.05E-4
15	6.63E-4
20	1.76E-3
30	6.53E-3
40	1.42E-2
50	2.36E-2
60	3.45E-2
70	4.10E-2
80	4.35E-2
90	5.50E-2
100	6.06E-2
200	8.55E-2
300	9.23E-2
400	9.46E-2
500	9.71E-2
600	9.95E-2
700	1.02E-1 
800	1.04E-1 
900	1.07E-1 
1000	1.09E-1 
1100	1.11E-1 
1200	1.14E-1 
